Author,Article title,Issue,Date,Subject location,Subject keywords
"Stephens, Meic",Industrial monuments,200,Nov-2010,Trefforest,industry;tin working;Royal Commission for ancient and HIstoric Monuments Wales
"Evans, Neil;Day, Graham;Aull Davies, Charlotte",The exchange: understanding Wales,200,Nov-2010,,sociology;devolution
"Minhinnick, Robert","A cancerous culture: the ""LitBiz""",200,Nov-2010,Saskatchewan;Porthcawl;British Columbia;Gaza;Baghdad;Afghanistan;Jerusalem;Tibet,literature;publishing
"Thomas, Colin",Heroes and the Iron Pen of History: Robert Morton Stanley,200,Nov-2010,Denbigh;Congo;Nigeria,exploration;colonialism;television;theatre
"Williams, Teleri",As others see us: an Occitan voyage through Wales,200,Nov-2010,Languedoc;Cardiff;Ebbw Vale;Aberystwyth,travel writing;minority languages;language
"Fraga, Xesus",The fate of small magazines,200,Nov-2010,Galicia,publishing;magazines;small nations
"Trahair, Emily",The Welsh Extremist Revisited: a culture in crisis?,200,Nov-2010,Aberystwyth;Liverpool;Nicaragua;Holy Well;Korea;Vietnam;Iraq,Ned Thomas;language;bilingualism;minority languages;protest
"Dialectic, Dai",Dai Dialelctic: The Planet Cartoon,200,Nov-2010,,satire;cartoons
"Prys, Dafydd",Green Man 2010: a photo essay,200,Nov-2010,Glanusk,photography;music;festivals
"Carlin, Patrick",Banking the book and romancing the rose: Catalonia's Sant JOrdi,200,Nov-2010,Catalonia;Barcelona,books;festivals;language;minority languages
"Fraser Williams, John",Mizoram: the land that Wales forgot: missionaries in INdia,200,Nov-2010,Mizoram;India,Christianity;missionaries;language;colonialism
Ceridwen Lloyd-Morgan,[Merch],200,Nov-2010,Aberystwyth,women;Welsh Keywords (series);
"Finch, Peter",Tick box,200,Nov-2010,,poem;
"Curtis, Tony",Workshop,200,Nov-2010,,poem;
"Williams, Philip",True properties of wood,200,Nov-2010,,poem;
"Davies, Damian Walford",St Anthony,200,Nov-2010,,poem;
"Lawrence, Huw",The perfect boy,200,Nov-2010,,short story;
"Petro, Pamela",The Grand Canyon's great unconformity,202,May-2011,Grand Canyon;Arizona,art;geography;geology
"Davies, Lewis",Who murdered Agnes Lal? a work in progress,202,May-2011,Cardigan;Kolkata;Bangalore;London;Cartagena,drama;literature
"Gower, Jon",Sothern attraction: y Wladfa's abiding appeal,202,May-2011,Argentina;Patagonia;Puerto Madryn;Chubut;,language;literature;travel writing
"Griffiths, Niall",Birds of prey I have known and loved,202,May-2011,Wales;England;Cornwall;Australia;,birds of prey;ecology;literature
"Adams, Susan",There are receivers in the woods,202,May-2011,MOMA Machynlleth,art;sculpture;exhibitions
"Moore, David",Art for Wales,202,May-2011,MOMA Machynlleth;Cardiff;Newport;Swansea;,art;Contemporary Art Society for Wales;
"Morris, Keith",A decade in the Barn Centre: a photo essay,202,May-2011,Aberystwyth,art;studios
"Thomas, Colin",Stepping out of the frame,202,May-2011,Cardiff;,art;television;documentary;cinema
"Flay, Claire",The Library of Wales,202,May-2011,,books;publishing;
"Donahaye, Jasmine",The Planet interview: Matthew Rhys,202,May-2011,Patagonia;Trevelyn;Minnesota;New Zealand;Australia;,cinema;travel writing
"Hirst, Nicholas",Counting the cost of divorce: the case of Belgium,202,May-2011,Belgium;,divorce;law
"Jones, Rhys",Mapping referenda,202,May-2011,Monmouthshire;,referenda;devolution
"Jarrett, Nigel","Keep me in temper, sweet heaven, the intriguing case of Mark W.",202,May-2011,Bremerhaven;Germany;South Downs;Northumbria;,war;Freud;aircraft;psychology;coalmining
"Leigh, Sue","Dream, Mametz Wood",202,May-2011,,poem;
"Henry, Paul",Naming the cast,202,May-2011,,poem;
"Davies, Damian Walford",Manual,202,May-2011,,poem;
"Davies, Damian Walford","Mummies, Tuscan churches",202,May-2011,,poem;
"Davies, Damian Walford",Swallows,202,May-2011,,poem;
"Davies, Damian Walford",Art lecture,202,May-2011,,poem;
"Dressel, Jon",Raymond Garlick 1926-2011,202,May-2011,,"Garlick, Raymond;obituary"
"Lewis, Saunders;Edwards, Elizabeth",1962: the Fate of the Language,203,Aug-2011,Wales;England;Liverpool;Caernarfon;Switzerland;Ghent;Louvain;Belgium;Patagonia;Capel Celyn;Cardiff;Llangennech;Llanelli,language;Welsh language;translation
"Von Rothkirch, Alyce",The future of research on Wales,203,Aug-2011,Wales,education;research;funding;HEFCW
"Thomas, M. Wynn",Worlds on worlds,203,Aug-2011,Germany;Anglesey;Ruhr;Salamanca;Moscow;Russia;Spain;Barcelona;Cardiff;Llwynypiod,Ned Thomas;books;Planet;Y Byd
"Dix, Hywel",Dai Smith in the Frame,203,Aug-2011,Tonypandy;Coedely;Caerau;Pontypridd;,Dai Smith;books
"Pendry, Helen",There is no revolution without song,203,Aug-2011,Chile;Bolivia;Venezuela;Nicaragua;Ecudor;Quechua;France;Colombia;Peru;Brazil;Machynlleth,El sueno existe;festivals;music;politics
"Price-Owen, Anne",Clive Hicks-Jenkins,203,Aug-2011,,art;
"Evans, Tim",The Llanelli Riots,203,Aug-2011,Llanelli,riots;politics
"Williams, Hayden",Maori stories for Wales: cultural displacement,203,Aug-2011,Sully;Barry;New Zealand;,language;bilingualism;minority languages;storytelling;folklore
"Slocombe, Will",Living on borderlines: personality disorders,203,Aug-2011,,mental health;psychiatry
"Morgan, Clare",Excavating the past: travel writing,203,Aug-2011,Wales;England,travel writing;books
"Stewart, James",Leo Abse stories,203,Aug-2011,Westminster;Egypt;Cardiff,books;publishing
"Trezise, Rachel",Death of Glory? The Passion in Port Talbot,203,Aug-2011,Port Talbot;Aberavon;,theatre;performance;Jesus Christ;Easter;
"Gholson, Christien ",Writing on an empty street,203,Aug-2011,,poem;
"Gholson, Christien",Hanging from the top brannch behind an empty house,203,Aug-2011,,poem;
"Slocombe, Will",Diagnosis,203,Aug-2011,,poem;
"Rhydderch, Francesca ",The wake,203,Nov-2011,,short story;
"Lavery, Brian ",Part of the union,203,Nov-2011,,short story;
"Walford Davies, Jason",To see oursels as others see us' Alex Salmond interviewed,204,Nov-2011,Scotland,politics;independence
"Jones, Huw David",The National Museum of Art,204,Nov-2011,Cardiff;National Museum of Wales,art;museums
"Evans, Neil",All in it together?,204,Nov-2011,Birmingham;Scotland;London;Brixton;Liverpool;Tonypandy;Manchester;Llanelli;Cardiff;Swansea;Llanrumney;Roath,riots;politics
"Greenslade, David",Roses in Ukraine,204,Nov-2011,Donestsk;Ukraine;Kharkov;St Petersburg;Newport;,art;
"Wolf Kahn, Michaela","Dreaming Los Angeles - Coyotes, smore and mirrors",204,Nov-2011,Los Angeles;Ireland;Mexico;Covina;Colorado River;Sacramento River;American River;,literature;geography
"Stradling, Rob",An unexploded bomb? Britain and the Nazi-Soviet Pact 1939-41,204,Nov-2011,Soviet Union;Germany;United Kingdom;Estonia;Latvia;Lithuania;Cardiff;Swansea;Spain;Finland;Bulgaria;Dunkirk,World War 2;
"Svirsky, Marcelo",Intercultural bilingualism is political,204,Nov-2011,Israel;Palestine;Acre;Lydda;Jaffa;Ramla;Jerusalem;Haifa,bilingualism;
"Adams, Alexander",Defaced and other images,204,Nov-2011,Connecticut;,art
"McEvoy, Neil",Discrimination against fathers,204,Nov-2011,Wales;Cardiff,parenthood;law
"Parker, Mike",Rural Wales,204,Nov-2011,Ceredigion;Powys;,rurality;books
"Barnie, John",Battle of the books,204,Nov-2011,,books;publishing
"Edwards, Rhian",Parents evening,204,Nov-2011,,poem;
"Steven, Kenneth",A kind of coming back,204,Nov-2011,,poem;
"Britton, Fiona",Sea burial,204,Nov-2011,,poem;
"Wynne-Rhydderch, Samantha",Geology,204,Nov-2011,,poem;
"Nisbet, Robert",Nell,204,Nov-2011,,poem;
"Tumelty, Siobhan","One horse, one jockey",204,Nov-2011,,short story;
"Power, Steph",What does gay mean?,205,Feb-2012,Wales,homophobia;language
Nigel Jarrett,Who goes there? Only a Welsh writer,205,Feb-2012,Kent;south Wales;Nottingham Lake Garda;Russell Square;Sweden;Soho,writing;Welshness;literature
"Jenkins, Nigel",The H'mm Foundation,205,Feb-2012,Swansea;Baghdad;Iraq,poetry;refugees;Mabinogi
"Bala, Iwan;Elfyn, Menna",Field-notes,205,Feb-2012,Oriel Myrddin;Carmarthen,art;cartography;poetry
"Forsbrook, Amelia",By singing list' National Dance Company Wales in India,205,Feb-2012,India;Dehli;Chennai;Bangalore,dance
"Wooster, Roger",The role of arts subsidy in Making Wales,205,Feb-2012,Wales;England,art;Arts Council Wales
"Moore, Dylan",Performing Wales,205,Feb-2012,Kerala;India;Xalapa;Mexico;Dhaka;Bangladesh,poetry;performance;theatre
"Mourby, Adrian",Meeting Aung San Suu Kyi,205,Feb-2012,Yangon;Myanmar,Aung San Suu Kyi;politics;war;colonialism
"Thomas, M. Wynn",Pennar Davies,205,Feb-2012,Mountain Ash;Oxford;London,religion;politics;poetry
"Poster, Jem",Philip Gross's Deep Field,205,Feb-2012,Estonia;,poetry
"Melia, Daniel",Michael J. Franklin's Orientalist Jones,205,Feb-2012,Bengal;Llanfihangel Tre's Beirdd;Calcutta,languge;Sanskrit;colonialism
"Garaj, Vanja",Wales and Bangladesh,205,Feb-2012,Bangladesh;Wales,photography;migration
"Simmonds, Kathryn",In brief,205,Feb-2012,,poem;
"Turley, Richard Marggraf",Delivery,205,Feb-2012,,poem;
"Reynolds, Oliver",Solva,205,Feb-2012,,poem;
"Bearne, Matthew",Post-industrial,205,Feb-2012,,poem;
"Humphreys, Emyr",Whispers,205,Feb-2012,,poem;
"Marggraaf Turley, Richard",Delivery,205,Feb-2012,,short story;
"Trezise, Rachel ",Hard as nails,205,Feb-2012,,short story;
"Brooke, J.L. ",Thorns,205,Feb-2012,,short story;
"Lagardien, Ismail",South Africa: a state in crisis,206,May-2012,South Africa,South Africa;African National Congress;Nelson Mandela;economics
"O'Neill, Rowan","If not us, who? Living through a second language",206,May-2012,Wales;Cardigan;Oxford;Cardiff;Tregroes;Spain;London,language;bilingualism
"Rhydderch, Francesca",Emptry envelopes: interned in WWII Hong Kong,206,May-2012,Hong Kong;New Quay;Portugal;Kenya;Thailand;Paris;Japan;China,World War 2;prisoners of war;
"Johnes, Martin","Sport: Conflict and art, football and rugby writing",206,May-2012,Wales,rugby;football
"Thomas, Ned",Three days in January: Txillardegi and Fraga,206,May-2012,Basque Country;Spain;London;San Sebastian;Wales;Poland;Scotland,Euskadi;Basque Country;politics;independence
"Stevenson, Peter;Childerley, Zoe",Talking pictures: storytelling and photography,206,May-2012,Nant y Moch;Trawsfynydd;Wallog;Ynys Llanddwyn;Corris;Mawddwy;Aberystwyth;Gelli Aur Country Park;Rhaeadr;,photography;folklore;storytelling
"Feldner, Heiko",Capitalism as a religion of self-destruction,206,May-2012,Germany;UK;Greenland;Europe,capitalism;religion;neoliberalism;globalisation;economics
"Keehan, Bridget",Is radical theatre in prison possible today?,206,May-2012,HMP Cardiff;,prison;rehabilitation;theatre;
"Taylor, Gerald",Carwyn Jones: an unfortunate prince?,206,May-2012,Cardiff Bay;,politics;Welsh Assembly Government
Simon Brooks;Richard Glyn Roberts,Cymry,206,May-2012,Porthmadog,people;Welsh Keywords (series);
"Emlyn, Lowri",Mwnt,206,May-2012,,poem;
"Bilton, Alan",Fables of the downturn,206,May-2012,,short story;
"Carlin, Patrick",Europe: Spain reacts to Scotland's potential independence,206,May-2012,,Focus on (series);
"ap Dyfrig, Rhodri",Hacio'r iaith: the future of web technology in Welsh,206,May-2012,,Focus on (series);
"times and soothing vocals, Tough",Music: new developments and releases,206,May-2012,,Focus on (series);
"Medhurst, Jamie",TV: a menace to civilisation?,206,May-2012,,Focus on (series);
"Donnelly, Michael",Cuts watch Cymru: how will the cuts affect Wales?,206,May-2012,,Focus on (series);
"Thomas, Ceri",Art: Keith Bayliss exhibition,206,May-2012,,Focus on (series);
"Thompson, Steven",Music and unemployment: the 1930s and today,207,Aug-2012,Cardiff;Blaina;Pontypridd;Merthyr Tydfil,unemployment;music
"Hopwood, Mererid",A fatal flock: unmanned aerial vehicles,207,Aug-2012,Aberporth;Yemen;Somalia;PAkistan;Afghanistan,drones;militarism
"Bethell, Phil",Swans 'til I die: 100 years of social history,207,Aug-2012,Swansea,football;Swansea City FC
"Kent, Alan M.",A stage in devolution: Cornish theatre,207,Aug-2012,Cornwall;St Just-in-Penwith;Tavistock;Redruth;Camborne,theatre;devolution;Cornwall
"Parry, Ted","I don't want your charity, part one",207,Aug-2012,,charity;poverty
"Booth, Ken",Twenty reflections on Wales in the world,207,Aug-2012,Yorkshire;Aberystwyth,nationalism;political independence
"Strubell i Trueta, Toni",Independentisme and Catalonia,207,Aug-2012,Catalonia,nationalism;political independence
"Osmond, Osi Rhys",Can you tell me the way to Windsor: language loss,207,Aug-2012,Oriel Myrddin;Carmarthen,art;language
"Parker, Mike",Wish you were here: postcards,207,Aug-2012,Powys;Texas;Abertillery;A470;Penybont,postcards;travel
"McNally, Neil",A madhouse on fire: art and censorship,207,Aug-2012,Newport;Paris;Rome,art;exhibitions;censorship
"Edkins, Jenny",Missing: politics,207,Aug-2012,Japan;Norway;New York;London,missing persons;politics
"Evans, Tim",Babylon's burning: street protest,207,Aug-2012,Trafalgar Square;,protest;poll tax
Ned Thomas,Bro,207,Aug-2012,Aberystwyth,place;Welsh Keywords (series);
"Henry, Paul",Late kick-off,207,Aug-2012,,poem;
"Simmonds, Kathryn",Umbrella in the Tuol Sleng Museum ,207,Aug-2012,,poem;
"Curtis, Tony",From the Needles,207,Aug-2012,,poem;
"French, Ray","My town, my people",207,Aug-2012,,short story;
"Rees Davies, David",Southernndown to Ogmore,207,Aug-2012,Southerndown;Ogmore,coastal path;Retracing Wales (series);
"Stephens, Huw",Music: datblygu and beyond,207,Aug-2012,,Focus on (series);
"V. John, Angela",Honno: 25 years of women's publishing,207,Aug-2012,,Focus on (series);
"Llewellyn, Robin",Environment; Maya communities in Belize,207,Aug-2012,,Focus on (series);
"Medhurst, Jamie",TV: calon cenedl - heart of a nation?,207,Aug-2012,,Focus on (series);
"Churchill, Ieuan",Stewardss of our landscape: hill farmers and ecological crisis,208,Nov-2012,Nant Ffrancon;Glyder Fach;London,farming;EU;ecology
"Stradling, Rob",Children and propaganda: Basque refugees in Wales,208,Nov-2012,Barcelona;Durango;Gernika;Vizcaya;Bilbao;Srebrenica;Beslan;Houla;Paris;Maerdy;Madrid;Moscow;Mexico City;Newport;Valencia;Odessa;Caerleon;Brechfa;,Spanish Civil War;refugees
"Arwyn, Arddun Hedydd",A combat sport like any other: cage fighting in the Valleys,208,Nov-2012,Abertillery;Cardiff,MMA;sport;
"Parry, Ted","I don't want your charity, part two",208,Nov-2012,,charity;poverty
"Torrance, David",How devolution stunted nationalism,208,Nov-2012,Scotland;Wales,devolution;nationalism
"Lawrence, Huw","No community, no hope: The Book of Idiots, review article",208,Nov-2012,,literature;capitalism
"Clowes, Carl",An alternative to Wylfa B: Green jobs on Ynys Mon,208,Nov-2012,Ynys Mon;Wylfa;RAF Valley,nuclear power;sustainability;ecology
"Adams, Hugh",Papering over the cracks: art and social change,208,Nov-2012,"Newtown, Powys;",art;suffering
"Hauser, Samuel",A slow wonder: Documenta art exhibition,208,Nov-2012,Kassel,art;exhibitions
"Graham, Angela",The story of Wales: History through television,208,Nov-2012,,television;history
Angharad Closs-Stephens,Cymuned,208,Nov-2012,Durham,community;Welsh Keywords (series);
"Gross, Phillip",Flying down Wales,208,Nov-2012,,poem;
"Jeans, Crystal",One bitch left,208,Nov-2012,,poem;
"Garfitt, Roger ",Rite of passage,208,Nov-2012,,poem;
"Williams, Philip","Outflow, Aberthaw",208,Nov-2012,,poem;
"Bhattacharya, Susmita",Growing tomatoes,208,Nov-2012,,short story;
"Stevenson, Peter",Yr Eifl to Abersoch,208,Nov-2012,Yr Eifl;Abersoch,coastal path;Retracing Wales (series);
"Blandford, Steve",Theatre: a review of Coriolan/us,208,Nov-2012,,Focus on (series);
"Briggs, Alice",Art: a review of Never Never,208,Nov-2012,,Focus on (series);
"Jarrett, Nigel",Opera: a review of La Boheme,208,Nov-2012,,Focus on (series);
"Pittkunings, Pytko",Sorbia: a Sorb at the Eisteddfod,208,Nov-2012,,Focus on (series);
"Main, Gordon",A potential for catastrophe? LNG at Milford Haven,209,Feb-2013,Milford Haven;Pennsylvania;Boston;Quatar;South Hook;California;Neyland;,liquefied natural gas;energy
"Trezise, Rachel",Blue Books for the 21st century: MTV's the Valleys,209,Feb-2013,Tonyrefail;Aberdare;Cardiff;Swansea;Newport;Bridgend;Port Talbot;Butetown,television;
"Houguez, Claire",Queen of the Bluestocking Lounge: Burlesque in Swansea,209,Feb-2013,Swansea,burlesque
"Benbough-Jackson, Mike",A Nation on the March: St David's Day parades,209,Feb-2013,London;Cardiff;Caernarfon;Colwyn Bay;Wrexham;Belfast;Felinfoel;,St David's Day;parades
"Roberts, Simon Gwyn","Tiny territories, hidden tragedies: enclaves in the Caucasus",209,Feb-2013,San Marino;Italy;Kaliningrad;Lithuania;Poland;Russia;Turkey;Yerashk;Mount Ararat;Azerbaijan;Armenia;Iran;Areni;Iraq;Serbia;Tigraneshen;Yerevan;Switzerland;Flintshire;Drome;Llivia;Maelor;Gresford;Hopedale;Rhosllanerchrugog;Kyrgyzstan;,enclaves;exclaves;journalism;
"McGill, Cathi",Guarding a tradition of progress: the minders of Asturias,209,Feb-2013,Asturias;Madrid;Catalonia;Oviedo;Morocco;Cadiz;Galicia;Colombia;,mining;protest;
"Pope, Bethany W.",Mining Blood Harlan: Kentucky mining culture,209,Feb-2013,Harlan County;Kentucky;,mining;protest;
"Burdett, Georgia","King Coal, the rotten waster: Ron Berry and disability",209,Feb-2013,Rhondda Fawr;Llwyncelyn;,mining;disability;literature
Mary-Ann Constantine,Chwyldro,209,Feb-2013,Aberystwyth,revolution;Welsh Keywords (series);
"Johnson, Diarmuid",Flowing,209,Feb-2013,,poem;
"Middleton, Rowan",Journeys,209,Feb-2013,,poem;
"Akhtar, Rizwan ",Disaster Diary,209,Feb-2013,,poem;
"Lavery, Brian",In the car park of the city of the dead,209,Feb-2013,,short story;
"Perrin, Jim",South Pembrokeshire,209,Feb-2013,South Pembrokeshire,coastal path;Retracing Wales (series);
"Johannes, Adam",Activism: Cardiff's disability movement,209,Feb-2013,,Focus on (series);
"Geliot, Emma",Art: artes mundi,209,Feb-2013,,Focus on (series);
"Gwilym, Arfon",Plygain: folk tradition,209,Feb-2013,,Focus on (series);
"Power, Steph",Music: NOW on Welsh Panorama,209,Feb-2013,,Focus on (series);
"Savill, Charmian",Dance: Taikabox: Beyond the Body,209,Feb-2013,,Focus on (series);
"Thomas, Colin","From blacklist to Oscar shortlist: Paul Tuner, MI5 and the BBC",210,May-2013,Cardiff;Berlin;Northern Ireland;Carmarthen;London;Passchendaele;,media;film;politics;blacklisting
"Lord, Peter",Painting the 'Distressed Areas': Maurice Sochachewsky in the valleys,210,May-2013,Cardiff;Swansea Valley;Pontypool;Taylwain;Poland;Palestine;London;Port Talbot;Normandy;,art;poverty;
"Pendry, Helen","Closed/ar gau, sorry: sustainability and poverty",210,May-2013,Machynlleth,poverty;sustainability;
"Hughes, Hannah",A sustainable future for Wales?,210,May-2013,,climate change;sustainability;energy
"Roman, David",From Mokattam to Monmouthshire: challenges to 21st century recycling,210,May-2013,Cairo;Monmouthsire;Swansea;Tahrir Square;Philippines;India,waste;sustainability;recycling
"Gough, Steve",Love is soaked in memory,210,May-2013,Cardiff;London;Taff Embankment;San Fransisco;Maida Vale;Italy;Austria;Hampstead;Devon;Canton;Cathays;,alcohol;Spanish Civil War;Stephen Spender;homosexuality
"Cherfas, Teresa","Germany, my beloved land' Gareth Jones and the Nazis",210,May-2013,Mongolia;Berlin;Aberystwyth;Danzig;,nazism;famine;Soviet Union;Gareth Jones
"Williams, Daniel G.",Everyone should dig Owen Martell,210,May-2013,New York;,music;jazz;Bill Evans;Owen Martell;
"Evans, Huw",Do we need an all-Wales police force?,210,May-2013,Wales;Scotland;Northern Ireland;,policing;devolution
Diarmuid Johnson,Bardd,210,May-2013,Bonn,poet;Welsh Keywords (series);
"White, Landing",Dialectic,210,May-2013,,poem;
"Gross, Phillip",Fission,210,May-2013,,poem;
"Thomas, M. Wynn",Tony Conran 1931-2013,210,May-2013,,"Conran, Tony;obituary;"
